episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,policy_reward_min/default,policy_reward_min/opponent_2,policy_reward_min/opponent_1,policy_reward_min/opponent_3,policy_reward_max/default,policy_reward_max/opponent_2,policy_reward_max/opponent_1,policy_reward_max/opponent_3,policy_reward_mean/default,policy_reward_mean/opponent_2,policy_reward_mean/opponent_1,policy_reward_mean/opponent_3,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_default_reward,hist_stats/policy_opponent_2_reward,hist_stats/policy_opponent_1_reward,hist_stats/policy_opponent_3_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default/learner_stats/allreduce_latency,info/learner/default/learner_stats/cur_kl_coeff,info/learner/default/learner_stats/cur_lr,info/learner/default/learner_stats/total_loss,info/learner/default/learner_stats/policy_loss,info/learner/default/learner_stats/vf_loss,info/learner/default/learner_stats/vf_explained_var,info/learner/default/learner_stats/kl,info/learner/default/learner_stats/entropy,info/learner/default/learner_stats/entropy_coeff
0.0,-1.8951999992132187,-0.5291076932962124,649.2307692307693,13,8,8440,33760,False,13,1,164ee11789cc49a09e141b3af80acbcc,2026-04-01_00-15-02,1775016902,203.25066614151,203.25066614151,2091613,atl1-1-03-011-28-0.pace.gatech.edu,172.27.150.86,203.25066614151,0,1,bc8ec_00000,-1.0,-1.0,-1.0,0.0,0.8777999877929688,0.550000011920929,0.6363999843597412,0.0,-0.17274117623181903,0.01666667064030965,-0.12280000497897466,0.0,"[-0.2444000244140625, -0.3911999464035034, 0.0, -0.7272000312805176, 0.0, -0.86080002784729, -0.8999999761581421, -1.0239999890327454, -0.8356000185012817, 0.0, -1.8951999992132187, 0.0, 0.0]","[122, 196, 1000, 364, 1000, 430, 450, 512, 418, 1000, 948, 1000, 1000]","[0.8777999877929688, 0.8777999877929688, -1.0, 0.8044000267982483, 0.8044000267982483, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, -1.0, -1.0, 0.569599986076355, -1.0, -1.0, 0.4880000054836273, 0.4880000054836273, 0.5821999907493591, 0.5821999907493591, -1.0, -1.0, 0.0, 0.0, 0.052400000393390656, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 0.550000011920929, 0.550000011920929]","[-1.0, 0.0, 0.6363999843597412, 0.6363999843597412, 0.0, 0.569599986076355, -1.0, -1.0, 0.052400000393390656]","[0.0, 0.0, 0.0]",3.5990287836635266,64.56099478814144,3.4342743818997246,79.61199070502227,0.0,149445.041,56.476,53747.891,157.029,27.255,8440,33760,8440,21412,1.6837931034482756,2.226206896551724,0.0,0.19999999999999996,5.000000000000001e-05,-0.032206926838539186,-0.06270715628661924,0.026379823030549147,0.2752226,0.020602033628771704,3.2753811932745434,0.0
