episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
1.9775999784469604,1.909600019454956,1.9558000266551971,22.0,4,0,100,100,True,4,1,bdd7a67cbd2f4c1fb75946e7e31bd567,2026-04-11_15-09-49,1775934589,1.327340841293335,1.327340841293335,2867954,login-ice-3.pace.gatech.edu,128.61.254.123,1.327340841293335,0,1,fdb32_00000,"[1.9752000570297241, 1.960800051689148, 1.909600019454956, 1.9775999784469604]","[12, 20, 45, 11]",0.7136269371108254,1.108518921502746,0.060728280851156405,11.096543604784673,0.0,1313.201,76.15,13.623,7340.527,100,100,100,0.0,0.2,0.0001,0.016585461795330048,0.0006180144846439362,0.01588125340640545,0.30245686,0.00043097196840902185,0.6820962131023407,0.0
